144	1.2
-0.216042	0.380447	-2.166278
1BJ1_r_u.pdb.ms	-1.570	-2.034	49.514
1BJ1_l_u.pdb.ms	25.751	-18.677	-3.221
-0.942478	0.386248	-2.690943	119	12	42	2002.801
-0.733038	0.400542	-2.995729	121	11	44	1965.654
-0.837758	0.400542	-2.995729	122	12	44	1944.488
-0.314159	1.958989	0.712772	126	1	39	1942.892
-0.942478	0.506104	-2.874910	120	12	43	1937.556
-3.141593	2.111003	-0.268632	136	137	45	1894.474
-1.256637	0.481292	-2.529098	119	15	41	1879.482
2.932153	0.251672	2.848900	133	135	45	1868.304
-1.151917	0.481292	-2.529098	118	13	41	1858.841
-1.047198	0.273777	-2.506756	120	13	43	1848.178
3.036873	1.957868	-0.490784	131	134	44	1843.250
-1.361357	0.481292	-2.529098	120	16	41	1838.734
-0.837758	0.386248	-2.690943	118	11	42	1838.232
2.722714	0.251672	2.848900	131	133	44	1832.148
-0.733038	0.281664	-2.969147	122	13	44	1828.681
-1.047198	0.386248	-2.690943	120	13	42	1827.349
-0.837758	0.567465	-2.679392	115	9	42	1827.258
-1.151917	0.386248	-2.690943	122	15	43	1823.663
-0.209440	1.958989	0.712772	125	0	39	1822.544
-2.617994	0.308059	2.021491	128	134	45	1811.053
-1.047198	0.567465	-2.679392	117	12	42	1809.073
3.036873	2.083752	-0.511086	132	137	45	1809.008
-0.733038	0.493314	3.117264	122	11	45	1808.008
-3.141593	0.378103	2.646436	133	137	46	1805.394
-1.884956	0.788382	1.331051	120	138	43	1805.328
-0.942478	0.567465	-2.679392	116	10	42	1793.291
0.000000	1.983318	-0.247182	121	11	43	1790.839
-3.141593	2.212686	-0.544809	132	139	46	1790.229
-1.256637	0.525564	-2.288838	115	13	39	1789.314
-0.523599	0.493314	3.117264	121	8	45	1787.509
-1.466077	0.609360	-2.464379	119	17	40	1778.137
-3.141593	2.035818	-0.379479	134	136	45	1777.358
-1.047198	0.481292	-2.529098	116	12	41	1775.757
2.932153	2.035818	-0.379479	132	134	44	1767.577
0.000000	1.867524	-0.240083	121	13	42	1767.185
-1.151917	0.567465	-2.679392	119	13	42	1761.902
-1.989675	0.664008	1.360091	121	138	44	1760.538
-0.837758	0.506104	-2.874910	119	11	43	1759.838
-1.047198	0.389851	-2.340031	116	11	41	1754.399
-2.094395	1.168406	-2.301519	125	2	38	1751.533
-0.314159	1.770735	0.537245	128	2	40	1743.938
-0.628319	0.400542	-2.995729	120	10	44	1743.363
2.827433	0.368784	2.974974	135	136	46	1742.072
-1.780236	1.305241	-2.530249	123	0	38	1740.337
-0.942478	0.400542	-2.995729	123	14	44	1740.236
-0.104720	2.035818	-0.379479	123	10	44	1737.094
3.036873	2.036004	-0.757062	128	136	45	1735.334
2.827433	0.251672	2.848900	132	134	45	1735.196
-2.932153	0.283625	2.405603	131	135	45	1735.138
-2.513274	0.420680	2.088164	129	137	46	1735.063
-0.733038	0.506104	-2.874910	118	10	44	1731.364
3.036873	2.035818	-0.379479	133	135	44	1728.698
-2.617994	0.420680	2.088164	128	137	46	1728.661
-1.256637	0.273777	-2.506756	122	15	42	1727.974
-1.989675	0.540208	1.400497	124	137	45	1727.485
-1.256637	0.389851	-2.340031	118	14	41	1725.840
-1.466077	0.389851	-2.340031	121	17	41	1724.042
-1.780236	1.234375	-2.421194	124	0	38	1723.142
-3.036873	0.283625	2.405603	130	135	45	1721.620
-1.989675	0.636205	1.561170	124	139	45	1718.450
-2.513274	0.308059	2.021491	129	134	45	1717.169
-3.141593	0.283625	2.405603	129	134	45	1711.781
-0.104720	1.911828	-0.364489	123	12	43	1711.018
0.000000	1.936327	-0.099350	120	13	41	1710.995
0.104720	2.049502	-0.137989	119	9	42	1709.456
-1.151917	0.609360	-2.464379	115	12	39	1708.088
2.827433	1.957868	-0.490784	129	133	43	1707.698
-1.151917	0.273777	-2.506756	121	14	43	1706.735
3.036873	0.378103	2.646436	132	137	46	1705.582
2.932153	1.957868	-0.490784	130	133	43	1704.440
-0.104720	1.983318	-0.247182	122	12	43	1703.735
0.000000	1.911828	-0.364489	122	11	43	1703.454
2.722714	0.368784	2.974974	132	11	42	1703.197
-0.418879	0.493314	3.117264	120	7	45	1702.608
0.104720	1.983318	-0.247182	120	10	43	1700.117
0.104720	1.867524	-0.240083	120	12	42	1699.372
-0.314159	1.865912	0.624453	127	1	40	1697.730
-1.884956	1.109345	-2.172718	126	2	39	1697.312
-1.256637	0.609360	-2.464379	116	14	39	1693.784
3.036873	2.122474	-0.648314	130	137	46	1693.711
