# Title : Scores for 2OOB
# Experiment_size : 39993
Pose	Surface size	Residue freq sum	Residue mean freq	Residue log sum	Residue square sum	Number of contacts	Contact freq sum	Contact mean freq	Contact log sum	Contact square sum
0	31	10.500000000000004	0.3387096774193549	-34.66202324028254	3.789773854393971	49	2.199513985320373	0.044888040516742306	-168.03619806470726	0.14542593374676788
1	32	8.80985915492958	0.27530809859154937	-44.899947405697745	2.859998016266614	46	0.9386034516960918	0.02040442286295852	-195.22123043730008	0.03961469530488755
2	28	9.52816901408451	0.3402917505030182	-31.27498901251757	3.473566752628448	47	2.4529855187462806	0.052191181249920865	-147.63588271495448	0.16518992289412102
3	23	7.852112676056337	0.34139620330679726	-25.476384214097077	2.8435330291608816	34	1.198819678635191	0.03525940231279973	-122.51117831267804	0.06270491560554378
4	30	8.112676056338028	0.2704225352112676	-41.1856111563002	2.46201150565364	43	0.7907161277524298	0.01838874715703325	-181.41101642563848	0.021500555197430663
5	24	7.598591549295774	0.31660798122065725	-30.415759004346672	2.7860047609601275	26	1.1349930569331481	0.04365357911281339	-89.76272796231915	0.07256698208985074
6	28	6.971830985915491	0.24899396378269611	-40.59884912320242	1.9514977187066052	36	0.8327216822059115	0.023131157839053097	-142.51776851807688	0.027159771032069863
7	28	6.950704225352112	0.24823943661971828	-41.85532479266581	2.018696687165245	38	0.8187859551676252	0.021546998820200662	-150.70924749802128	0.02180299977006638
8	29	6.591549295774646	0.227294803302574	-45.22793340425312	1.7032334854195594	45	0.9388514183693706	0.02086336485265268	-179.9679866149297	0.02355065815992261
9	26	7.190140845070422	0.2765438786565547	-36.26674748908476	2.3406566157508433	35	0.7834259075580242	0.022383597358800692	-138.1822810369049	0.02294014660029772
10	26	8.394366197183098	0.3228602383531961	-30.660675379834238	2.949513985320373	33	1.579101368776036	0.04785155662957685	-105.0546326858299	0.09607005386617283
11	26	7.112676056338027	0.27356446370530874	-37.59021864904419	2.2934933544931564	36	1.015869867089863	0.02821860741916286	-134.41083944743556	0.037791606545037305
12	24	6.394366197183097	0.26643192488262907	-33.65759196785582	1.9627058123388217	34	1.1566157508430865	0.03401811031891431	-118.96777694691133	0.0487161052037447
