# Title : Scores for 2OOB
# Experiment_size : 54000
Pose	Surface size	Residue freq sum	Residue mean freq	Residue log sum	Residue square sum	Number of contacts	Contact freq sum	Contact mean freq	Contact log sum	Contact square sum
0	31	9.621444201312912	0.31036916778428747	-37.8024988008492	3.266005582981005	49	2.0832096395003092	0.04251448243878182	-169.0723429408768	0.12719736072548132
1	32	8.908096280087527	0.2783780087527352	-43.79815916766899	2.8756709392910667	46	1.269201672021413	0.027591340696117673	-176.6390736625617	0.05641939672715735
2	31	8.296498905908097	0.2676289969647773	-43.489017172484	2.5611171228974037	46	1.244037558235855	0.027044294744257714	-177.75720927403324	0.05479016899776007
3	28	8.703501094091905	0.3108393247889966	-34.22852483563541	2.981480639122045	47	2.21668645767995	0.047163541652764894	-150.15944010683071	0.13098510564648938
4	25	8.042669584245077	0.3217067833698031	-29.468644238064563	2.806064429324536	38	1.9289295136677695	0.05076130299125709	-118.71972402079172	0.12162957185998012
5	23	7.124726477024069	0.3097707163923508	-27.98427307697652	2.3946870705629424	34	1.1028853382108608	0.03243780406502532	-125.1962210820705	0.05355568584237556
6	30	7.535010940919038	0.2511670313639679	-43.01267191856053	2.0723189960210484	43	0.7987385623105688	0.018575315402571367	-180.08834621700612	0.019041984191511603
7	25	7.398249452954047	0.29592997811816185	-33.0692648725285	2.537809613644307	36	1.1171109270334068	0.0310308590842613	-136.94398437958745	0.056322072620362956
8	24	7.587527352297593	0.3161469730123997	-28.890291687830796	2.635625499762986	38	1.9683168222016865	0.0517978111105707	-117.2846395797361	0.12314032696847603
9	26	8.080962800875273	0.3108062615721259	-31.376817409801994	2.699598753166163	38	1.219957960057266	0.032104156843612265	-139.52115064016132	0.05920717823694717
10	24	6.980306345733042	0.29084609773887676	-32.861317590142335	2.4203156347408887	26	1.2111908603823818	0.046584263860860835	-88.08721481367951	0.08060299827937625
11	28	7.573304157549234	0.27047514848390125	-39.98170986322749	2.4556785045654994	44	1.059133632433002	0.024071218918931866	-170.7192173682214	0.03133139039999621
12	25	6.951859956236323	0.2780743982494529	-35.261494435730754	2.3443109615080746	42	1.2812318948139567	0.030505521305094208	-159.30264889370815	0.06223343469865079
13	34	9.679431072210066	0.28468914918264904	-46.172414911946866	3.154761334744241	53	2.2626454998587495	0.04269142452563678	-179.41270679858238	0.13027178155935243
14	28	7.0765864332603945	0.2527352297592998	-40.00607641600635	2.001604029705672	36	0.8643756972741072	0.024010436035391866	-138.1464753060907	0.026487712065058032
15	28	7.154266958424507	0.25550953422944667	-40.38504564308056	2.0887375567994098	38	0.8348376099478572	0.021969410788101506	-148.9755127180104	0.02153789296301693
16	28	8.193654266958424	0.2926305095342294	-35.99086924101333	2.6545003806577956	42	1.3545360523631909	0.03225085838959978	-152.77164224968692	0.061645864981193566
17	27	7.761487964989058	0.287462517221817	-35.57948978906933	2.50726362108509	40	1.207925343190535	0.030198133579763375	-151.39318505568255	0.056409673738927295
18	20	4.933260393873085	0.24666301969365426	-28.609224452918237	1.2959470718078612	30	0.5656814253360083	0.018856047511200277	-121.61372687794788	0.012430190385086306
19	29	6.522975929978118	0.22493020448200407	-45.12522434171966	1.6344655708191083	45	0.8818919410674699	0.01959759869038822	-182.5837043495944	0.02100293002362409
20	26	7.075492341356674	0.27213432082141054	-36.477299561808366	2.2191643244640864	35	0.682755244219508	0.01950729269198594	-142.23925215374425	0.01625739825016177
21	26	7.910284463894967	0.3042417101498064	-32.59237488583502	2.683642248706003	33	1.3589016466442267	0.04117883777709778	-112.6356080183748	0.07758801546068102
22	20	5.960612691466082	0.2980306345733041	-26.15109058836211	2.043548209471915	26	0.9431383439710029	0.03627455169119242	-93.44421444162239	0.05291608559960184
23	26	6.085339168490153	0.2340515064803905	-41.10520728448309	1.6900775201221931	36	0.8643756972741072	0.024010436035391866	-139.40506116229133	0.026499682435995882
24	28	6.61706783369803	0.23632385120350108	-43.43488918173444	1.877887851988757	34	0.5799094082327424	0.017056159065668895	-149.81894659860495	0.017815694327142105
25	21	3.8347921225382926	0.18260914869229966	-39.216697425831285	0.912684523268007	28	0.18493504876729122	0.0066048231702604005	-147.24279227066148	0.0017493139021260528
26	24	6.625820568927789	0.2760758570386579	-32.56666113131596	2.0820090112952423	34	1.1127321653443396	0.032727416627774696	-121.317503223733	0.04676012983499016
27	31	7.98249452954048	0.2574998235335639	-44.5512471249712	2.36734913741507	47	1.025220374528966	0.021813199458063107	-185.86018258074643	0.027389466055006632
28	22	7.131291028446389	0.3241495922021086	-25.458458497324376	2.454359369688148	29	1.0602097687803154	0.036558957544148805	-98.37120270800264	0.04616866777531073
29	26	6.847921225382932	0.26338158559165126	-39.169734182914155	2.246746453179091	34	0.8687496708147994	0.02555146090631763	-138.73293796434905	0.041287889167104436
30	31	9.621444201312912	0.31036916778428747	-37.8024988008492	3.266005582981005	47	1.9573866764983314	0.04164652503187939	-161.92251649739725	0.11695880123569213
31	33	8.37089715536105	0.25366355016245606	-47.92646660556914	2.4260865505700284	41	0.8424998443851777	0.020548776692321406	-163.58850448991404	0.019961413450160465
32	27	5.1542669584245075	0.1908987762379447	-50.61547378623555	1.3501345469693413	33	0.23417516962015625	0.007096217261216856	-172.6919645125623	0.0024903977405170913
33	23	7.409190371991247	0.3221387118257064	-27.176173504011814	2.6063447754119005	32	1.6630579988412684	0.05197056246378964	-98.54648182159555	0.10625778203114752
34	27	7.3096280087527346	0.2707269632871383	-38.04029854204809	2.3288488333676485	34	0.60835579772946	0.017892817580278237	-144.88440950674135	0.014957237849949241
35	23	6.607221006564551	0.2872704785462848	-30.96575355274832	2.237907531278579	33	0.8403020842809876	0.02546369952366629	-127.07530273719294	0.026332039613149144
36	24	7.206783369803063	0.300282640408461	-30.89686016741093	2.4680546710781472	40	1.2877940521620885	0.03219485130405221	-147.5645756121226	0.06252073931431662
37	28	6.967177242888402	0.24882775867458579	-41.13120052234304	1.9964424057572692	40	0.7910763278732482	0.019776908196831207	-164.1237895191208	0.021509059302144452
38	27	7.012035010940918	0.2597050004052192	-37.815042229912756	2.027102116840396	36	0.8851634434447856	0.02458787342902182	-137.96031888405892	0.027791335227596924
39	25	7.247264770240699	0.289890590809628	-33.93487063243392	2.447567381218009	33	1.0569322812175306	0.03202825094598578	-128.57892135052776	0.061953988078779665
40	22	6.816192560175053	0.3098269345534115	-27.48182863572827	2.3890729665930888	34	0.98362932070539	0.028930274138393823	-126.76794624072814	0.04192618496849656
41	21	5.618161925601751	0.2675315202667501	-34.24702616046655	1.990664307705567	32	0.6400820688631501	0.02000256465197344	-130.70115905559902	0.016986291681828188
42	28	6.713347921225383	0.23976242575804937	-42.29440672311531	1.8846223826783943	34	0.8151391675325237	0.023974681398015403	-134.7052259697832	0.02977585508864755
43	21	5.414660831509846	0.25784099197665933	-31.433832676088862	1.7519224415726198	23	0.96611068283784	0.04200481229729739	-77.83750293880378	0.051002078288421085
44	30	9.445295404814006	0.31484318016046686	-36.06607259437951	3.2349771844729927	45	1.9245615253125465	0.04276803389583437	-151.67105609794697	0.11245546910588987
45	23	5.2417943107221	0.22790410046617826	-35.45000435557071	1.3273070495908526	32	0.49894421328328137	0.015592006665102543	-140.88137044133381	0.010513574221233259
46	23	7.538293216630196	0.32775187898392155	-26.880528701276404	2.6947435707137695	36	1.4770671633572585	0.04102964342659052	-121.53751665255712	0.08101182444162218
47	29	6.382932166301969	0.22010110918282652	-45.610606284255546	1.5522434869211723	41	0.7965479844289416	0.019427999620218087	-166.78196250085364	0.01891509301803018
48	25	7.890590809628009	0.31562363238512037	-29.800755460725174	2.6733812467380735	39	1.5503749120177737	0.039753202872250606	-132.73734931874742	0.0841709808320121
49	35	8.84901531728665	0.25282900906533284	-50.848407264960215	2.570163132215141	51	1.0678947469224178	0.02093911268475329	-204.6252781595483	0.02789830897974728
50	25	7.805251641137856	0.31221006564551423	-30.475457908839083	2.668372843537675	34	1.0350516401802259	0.03044269529941841	-122.98410269139501	0.03920544276316993
51	25	7.667396061269146	0.30669584245076587	-30.60012585893786	2.545439528080096	42	1.2965491814660353	0.03087021860633417	-158.00875766293404	0.06367470403028909
52	20	5.841356673960613	0.29206783369803063	-26.224436943545495	1.9849065592844592	26	0.7462018013014187	0.028700069280823796	-96.63699196389605	0.0285559092603743
53	21	6.61050328227571	0.3147858705845576	-26.383979586549337	2.3758720415228227	26	0.9507969872970425	0.036569114896040096	-89.60813652301361	0.04403049758779265
54	19	5.944201312910284	0.3128527006794886	-23.758483302718886	2.1327693692572147	27	0.8971876810518605	0.03322917337229113	-96.5493450947911	0.04118740614396298
55	23	7.284463894967177	0.3167158215203121	-27.667214696105813	2.534108374950323	32	1.3468654386662133	0.04208954495831917	-107.31511993145831	0.07435478945622453
56	28	6.446389496717724	0.23022819631134728	-44.75043864164706	1.781997998553979	40	0.9190850806084779	0.02297712701521195	-159.28395191475335	0.028257063862263815
57	29	6.909190371991246	0.23824794386176712	-45.30655224776232	2.023048949240839	42	0.9880152646170199	0.023524172967071905	-170.0823629059937	0.032862230583164974
58	28	8.411378555798686	0.3004063769928102	-35.656657459275095	2.8378086560146323	45	2.0142770614175793	0.04476171247594621	-149.6214781605118	0.12037528130402368
59	25	4.971553610503283	0.1988621444201313	-44.577675386768036	1.2876695603043349	32	0.44971007761588516	0.014053439925496411	-146.27020602563914	0.010323127453148024
60	21	5.37308533916849	0.25586120662707096	-29.270045705265858	1.461075944821378	24	0.5405101293278877	0.022521255388661985	-92.55730279194184	0.013590059075611765
61	28	7.894967177242888	0.28196311347296027	-37.7161170335463	2.5219752069677135	37	1.2024512925606543	0.032498683582720386	-136.53306285723954	0.06292513353941694
62	31	8.664113785557987	0.27948754146961247	-42.08133133191845	2.7494661214561713	50	0.9190970509794154	0.01838194101958831	-216.22032373170464	0.025120826690874867
63	22	5.106126914660831	0.2320966779391287	-39.31039716992035	1.7050153460155422	30	0.28231162227255097	0.009410387409085032	-147.1104284417383	0.003922169351221976
64	23	7.800875273522975	0.33916849015317285	-25.6695821230774	2.821840181183534	30	1.3764035259924634	0.04588011753308211	-95.71599901287591	0.07693447511257043
65	23	4.291028446389496	0.18656645419084764	-42.23293547401308	1.02286580256549	26	0.17180355184846466	0.00660782891724864	-135.893346439081	0.0015673328289586405
66	25	7.225382932166302	0.2890153172866521	-34.26750210974145	2.4803781679586683	27	1.0995946832400445	0.040725729008890536	-98.71677205736006	0.07393284042184363
67	22	6.3763676148796495	0.2898348915854386	-29.082008370148888	2.1356985190257074	29	0.971588324579002	0.033503045675138	-102.39685074004629	0.03978226271365327
68	20	6.5371991247264765	0.3268599562363238	-23.042967842503206	2.2780250324397056	25	1.1127213920104957	0.044508855680419825	-82.20694626055862	0.06644660186648979
69	25	6.957330415754924	0.27829321663019696	-34.64213882993965	2.2716567951007667	37	1.1499348811820982	0.03107932111302968	-135.42181988745543	0.04695653298013398
70	24	7.144420131291027	0.2976841721371261	-30.715253701343812	2.395955929882355	32	1.1357057012482705	0.035490803164008454	-116.93547556965854	0.06413757232868882
71	21	5.608315098468272	0.2670626237365844	-32.23212029558501	1.9566097994244644	30	0.570057792950888	0.019001926431696268	-126.87515587051979	0.016672500322810726
72	23	6.396061269146608	0.2780896203976786	-31.155405033766936	2.0359853291133785	30	0.8720271583775838	0.02906757194591946	-110.51029934450813	0.03320430552505117
73	19	5.225382932166302	0.27502015432454224	-26.394545522471233	1.7290530478958483	20	0.9048379451182433	0.04524189725591217	-64.18061368339646	0.04861264556204423
