# Title : Scores for 2OOB
# Experiment_size : 29993
Pose	Surface size	Residue freq sum	Residue mean freq	Residue log sum	Residue square sum	Number of contacts	Contact freq sum	Contact mean freq	Contact log sum	Contact square sum
0	31	10.893129770992367	0.35139128293523764	-33.54270672760868	4.087349222073305	49	2.353883806304993	0.048038445026632515	-165.9011717846885	0.16949329843793062
1	32	9.076335877862594	0.28363549618320605	-44.179693639569884	3.063749198764641	46	1.01759804207214	0.022121696566785653	-191.49893120789375	0.046555635578591534
2	28	9.916030534351146	0.3541439476553981	-30.170537004354735	3.7673212516753103	47	2.6515354583066246	0.05641564804907712	-144.12801139469738	0.1937116207240001
3	23	8.114503816793892	0.35280451377364747	-24.83654439144565	3.060719072315133	34	1.2614649495950119	0.03710191028220623	-121.81042911731114	0.07176188682237371
4	30	8.297709923664122	0.2765903307888041	-40.685727671658064	2.598624788765223	43	0.8572926985606897	0.019937039501411388	-177.9308868241869	0.025270465182909155
5	24	7.98473282442748	0.3326972010178117	-29.11175557482302	3.064856360351961	26	1.2304061534875586	0.04732331359567533	-87.66229816052982	0.08527643374138628
6	28	7.0534351145038165	0.25190839694656486	-40.44752908719468	2.0251733581959095	36	0.9028028669657945	0.025077857415716512	-139.60611506372013	0.031920534878513596
7	28	7.091603053435116	0.25327153762268273	-41.58682261452386	2.1290717324165254	38	0.8877105063807471	0.023360802799493346	-147.63566477723717	0.025626315872594067
8	29	6.610687022900764	0.22795472492761257	-45.45113696898201	1.7357962822679331	45	1.017889400384593	0.022619764452990958	-176.32760209271345	0.027680971771805674
9	26	7.435114503816794	0.2859659424544921	-35.46944394747757	2.5231629858399858	35	0.7577646990268632	0.02165041997219609	-139.97635188947828	0.022639326955880567
10	26	8.725190839694656	0.3355842630651791	-29.69382370781776	3.1949769826933165	33	1.7042130411980652	0.0516428194302444	-102.52338606586076	0.11202182291926659
11	26	7.259541984732824	0.27921315325895474	-37.103710090876305	2.416933745119748	36	1.0631664821397355	0.02953240228165932	-133.14531267868009	0.0422541946963714
12	24	6.458015267175572	0.26908396946564883	-33.80373278567019	2.0540761027912127	34	1.2157216945399454	0.035756520427645454	-117.21263656043183	0.05404285660232826
13	30	9.389312977099236	0.3129770992366412	-37.24413376053685	3.3393158906823603	42	1.284890157916205	0.030592622807528693	-153.32203175612437	0.050263232498456274
